HandoverType,Radio Time,4G Configuration Duration,5G Configuration Duration
5GNSA_4GChange,0.028,0.043,0.086
5GNSA_4GChange,0.025,0.039,0.082
5GNSA_5GChange,0.013,,0.084
5GNSA_5GChange,0.01,,0.164
5GNSA_5GChange,0.012,,0.102
5GNSA_4GChange,0.021,0.036,0.069
5GNSA_5GChange,0.021,,0.144
5GNSA_5GChange,0.019,,0.091
5GNSA_4GChange,0.021,0.034,0.062
5GNSA_4GChange,0.022,0.038,0.082
5GNSA_4GChange,0.026,0.044,0.117
5GNSA_5GChange,0.019,,0.149
5GNSA_4GChange,0.021,0.033,0.116
5GNSA_4GChange,0.024,0.036,0.072
5GNSA_5GChange,0.012,,0.141
5GNSA_4GChange,0.024,0.035,0.084
5GNSA_5GChange,0.012,,0.126
5GNSA_5GChange,0.011,,0.063
5GNSA_4GChange,0.025,0.037,0.1
5GNSA_5GChange,0.013,,0.172
5GNSA_4GChange,0.015,0.032,0.115
5GNSA_4GChange,0.022,0.034,0.167
5GNSA_5GChange,0.011,,0.142
5GNSA_4GChange,0.018,0.031,0.072
5GNSA_5GChange,0.011,,0.076
5GNSA_5GChange,0.011,,0.086
5GNSA_5GChange,0.01,,0.071
5GNSA_5GChange,0.02,,0.112
5GNSA_4GChange,0.019,0.036,0.122
5GNSA_4GChange,0.024,0.036,0.139
5GNSA_5GChange,0.012,,0.08
5GNSA_5GChange,0.012,,0.239
5GNSA_5GChange,0.011,,0.306
5GNSA_5GChange,0.018,,0.123
5GNSA_5GChange,0.021,,0.127
5GNSA_5GChange,0.012,,0.136
5GNSA_5GChange,0.013,,0.184
5GNSA_5GChange,0.013,,0.126
5GNSA_5GChange,0.013,,0.199
5GNSA_4GChange,0.017,0.034,0.07
5GNSA_5GChange,0.014,,0.123
5GNSA_5GChange,0.016,,0.089
5GNSA_5GChange,0.015,,0.14
5GNSA_5GChange,0.013,,0.229
5GNSA_5GChange,0.013,,0.202
5GNSA_5GChange,0.012,,0.168
5GNSA_5GChange,0.022,,0.106
5GNSA_5GChange,0.02,,0.107
5GNSA_5GChange,0.011,,0.206
5GNSA_4GChange,0.02,0.035,0.104
5GNSA_5GChange,0.021,,0.276
5GNSA_4GChange,0.02,0.035,0.053
5GNSA_4GChange,0.016,0.033,0.094
5GNSA_5GChange,0.015,,0.135
5GNSA_5GChange,0.013,,0.209
5GNSA_4GChange,0.023,0.038,0.161
5GNSA_4GChange,0.023,0.038,0.134
5GNSA_5GChange,0.011,,0.225
5GNSA_5GChange,0.012,,0.082
5GNSA_5GChange,0.012,,0.27
5GNSA_5GChange,0.024,,0.223
5GNSA_5GChange,0.013,,0.249
5GNSA_5GChange,0.014,,0.146
5GNSA_4GChange,0.024,0.036,0.122
5GNSA_5GChange,0.011,,0.098
5GNSA_4GChange,0.021,0.039,0.115
5GNSA_5GChange,0.011,,0.125
5GNSA_5GChange,0.012,,0.085
5GNSA_5GChange,0.01,,0.128
5GNSA_5GChange,0.011,,0.076
5GNSA_5GChange,0.011,,0.118
5GNSA_4GChange,0.023,0.04,0.126
5GNSA_4GChange,0.02,0.037,0.11
5GNSA_5GChange,0.013,,0.105
5GNSA_5GChange,0.012,,0.136
5GNSA_4GChange,0.02,0.037,0.132
5GNSA_5GChange,0.011,,0.112
5GNSA_5GChange,0.023,,0.138
5GNSA_4GChange,0.024,0.038,0.172
5GNSA_5GChange,0.017,,0.12
5GNSA_5GChange,0.013,,0.094
5GNSA_4GChange,0.024,0.035,0.051
5GNSA_5GChange,0.012,,0.292
5GNSA_4GChange,0.022,0.04,0.186
5GNSA_4GChange,0.028,0.043,0.079
5GNSA_5GChange,0.013,,0.09
5GNSA_4GChange,0.022,0.041,0.07
5GNSA_5GChange,0.017,,0.174
5GNSA_5GChange,0.013,,0.099
5GNSA_5GChange,0.013,,0.063
5GNSA_4GChange,0.021,0.038,0.047
5GNSA_4G5GChange,0.048,0.063,0.276
5GNSA_5GChange,0.013,,0.089
5GNSA_4GChange,0.016,0.027,0.11
5GNSA_4GChange,0.023,0.039,0.072
5GNSA_5GChange,0.013,,0.484
5GNSA_5GChange,0.021,,0.136
5GNSA_4GChange,0.029,0.042,0.126
5GNSA_4GChange,0.025,0.04,0.336
5GNSA_5GChange,0.023,,0.084
5GNSA_4GChange,0.023,0.033,0.294
5GNSA_4GChange,0.019,0.035,0.087
5GNSA_5GChange,0.01,,0.144
5GNSA_4GChange,0.019,0.038,0.127
5GNSA_5GChange,0.011,,0.073
5GNSA_4GChange,0.025,0.039,0.115
5GNSA_4GChange,0.026,0.037,0.12
5GNSA_5GChange,0.011,,0.072
5GNSA_5GChange,0.016,,0.084
5GNSA_4GChange,0.018,0.034,0.112
5GNSA_4GChange,0.02,0.034,0.087
5GNSA_5GChange,0.012,,0.07
5GNSA_5GChange,0.013,,0.14
5GNSA_4GChange,0.021,0.04,0.109
5GNSA_4GChange,0.026,0.039,0.302
5GNSA_5GChange,0.023,,0.119
5GNSA_4GChange,0.024,0.038,0.077
5GNSA_4GChange,0.02,0.031,0.084
5GNSA_5GChange,0.013,,0.087
5GNSA_5GChange,0.012,,0.089
5GNSA_4GChange,0.025,0.038,0.067
5GNSA_5GChange,0.013,,0.117
5GNSA_4GChange,0.023,0.033,0.374
5GNSA_5GChange,0.013,,0.217
5GNSA_5GChange,0.015,,0.448
5GNSA_4GChange,0.025,0.044,0.117
5GNSA_4GChange,0.023,0.042,0.105
5GNSA_5GChange,0.022,,0.088
5GNSA_5GChange,0.013,,0.441
5GNSA_5GChange,0.018,,0.069
5GNSA_5GChange,0.014,,0.194
5GNSA_5GChange,0.017,,0.274
5GNSA_4GChange,0.018,0.036,0.097
5GNSA_5GChange,0.012,,0.082
5GNSA_5GChange,0.019,,0.119
5GNSA_5GChange,0.017,,0.202
5GNSA_4GChange,0.021,0.04,0.146
5GNSA_5GChange,0.017,,0.132
5GNSA_4GChange,0.026,0.043,0.136
5GNSA_4GChange,0.021,0.031,0.157
5GNSA_5GChange,0.012,,0.187
5GNSA_5GChange,0.013,,0.148
5GNSA_5GChange,0.017,,0.11
5GNSA_5GChange,0.012,,0.124
5GNSA_4GChange,0.023,0.04,0.198
5GNSA_5GChange,0.018,,0.189
5GNSA_4GChange,0.021,0.039,0.175
5GNSA_5GChange,0.012,,0.102
5GNSA_4GChange,0.022,0.037,0.103
