,HandoverType,Radio Time,4G Configuration Duration,5G Configuration Duration
79,4G_4G,0.021,0.039,
80,4G_4G,0.032,0.05,
81,4G_4G,0.031,0.04,
82,4G_4G,0.033,0.049,
83,4G_4G,0.034,0.044,
84,4G_4G,0.027,0.037,
85,4G_4G,0.028,0.041,
86,4G_4G,0.033,0.048,
87,4G_4G,0.025,0.036,
88,4G_4G,0.026,0.044,
89,4G_4G,0.025,0.044,
90,4G_4G,0.026,0.035,
91,4G_4G,0.025,0.042,
92,4G_4G,0.031,0.039,
93,4G_4G,0.023,0.034,
94,4G_4G,0.031,0.05,
95,4G_4G,0.023,0.038,
96,4G_4G,0.032,0.053,
97,4G_4G,0.029,0.04,
98,4G_4G,0.027,0.041,
99,4G_4G,0.029,0.041,
100,4G_4G,0.028,0.041,
101,4G_4G,0.027,0.044,
102,4G_4G,0.031,0.047,
103,4G_4G,0.025,0.044,
104,4G_4G,0.029,0.047,
105,4G_4G,0.03,0.047,
106,4G_4G,0.03,0.041,
107,4G_4G,0.024,0.037,
108,4G_4G,0.028,0.045,
109,4G_4G,0.027,0.045,
110,4G_4G,0.041,0.057,
111,4G_4G,0.038,0.053,
112,4G_4G,0.029,0.04,
113,4G_4G,0.028,0.045,
114,4G_4G,0.032,0.05,
115,4G_4G,0.031,0.049,
116,4G_4G,0.043,0.056,
117,4G_4G,0.031,0.041,
118,4G_4G,0.026,0.043,
119,4G_4G,0.026,0.038,
120,4G_4G,0.031,0.042,
121,4G_4G,0.047,0.065,
122,4G_4G,0.027,0.044,
123,4G_4G,0.028,0.04,
124,4G_4G,0.03,0.047,
125,4G_4G,0.028,0.04,
126,4G_4G,0.031,0.042,
127,4G_4G,0.031,0.05,
128,4G_4G,0.03,0.045,
129,4G_4G,0.024,0.036,
130,4G_4G,0.033,0.042,
131,4G_4G,0.028,0.045,
132,4G_4G,0.032,0.05,
133,4G_4G,0.024,0.034,
134,4G_4G,0.031,0.048,
135,4G_4G,0.025,0.039,
136,4G_4G,0.024,0.034,
137,4G_4G,0.029,0.044,
138,4G_4G,0.025,0.041,
139,4G_4G,0.034,0.045,
140,4G_4G,0.027,0.043,
141,4G_4G,0.025,0.039,
142,4G_4G,0.027,0.039,
143,4G_4G,0.028,0.038,
144,4G_4G,0.033,0.044,
145,4G_4G,0.031,0.043,
146,4G_4G,0.029,0.045,
147,4G_4G,0.029,0.043,
148,4G_4G,0.023,0.039,
149,4G_4G,0.025,0.04,
150,4G_4G,0.025,0.041,
151,4G_4G,0.031,0.053,
152,4G_4G,0.033,0.05,
153,4G_4G,0.032,0.045,
154,4G_4G,0.024,0.038,
155,4G_4G,0.033,0.054,
156,4G_4G,0.023,0.041,
157,4G_4G,0.022,0.039,
158,4G_4G,0.034,0.052,
159,4G_4G,0.025,0.041,
160,4G_4G,0.029,0.038,
161,4G_4G,0.032,0.047,
162,4G_4G,0.028,0.04,
163,4G_4G,0.025,0.04,
164,4G_4G,0.029,0.04,
165,4G_4G,0.024,0.042,
166,4G_4G,0.032,0.045,
167,4G_4G,0.025,0.044,
168,4G_4G,0.026,0.038,
169,4G_4G,0.028,0.041,
170,4G_4G,0.03,0.045,
171,4G_4G,0.035,0.05,
172,4G_4G,0.026,0.038,
173,4G_4G,0.032,0.047,
174,4G_4G,0.035,0.045,
175,4G_4G,0.031,0.042,
176,4G_4G,0.032,0.044,
177,4G_4G,0.026,0.036,
178,4G_4G,0.025,0.044,
179,4G_4G,0.02,0.033,
180,4G_4G,0.021,0.037,
181,4G_4G,0.018,0.035,
182,4G_4G,0.024,0.035,
183,4G_4G,0.024,0.038,
184,4G_4G,0.032,0.043,
185,4G_4G,0.026,0.04,
186,4G_4G,0.022,0.032,
187,4G_4G,0.034,0.05,
188,4G_4G,0.024,0.039,
189,4G_4G,0.031,0.05,
190,4G_4G,0.031,0.043,
191,4G_4G,0.02,0.029,
192,4G_4G,0.038,0.057,
193,4G_4G,0.029,0.039,
194,4G_4G,0.017,0.032,
195,4G_4G,0.022,0.038,
196,4G_4G,0.026,0.035,
197,4G_4G,0.038,0.051,
198,4G_4G,0.032,0.043,
199,4G_4G,0.027,0.046,
200,4G_4G,0.043,0.06,
201,4G_4G,0.032,0.043,
202,4G_4G,0.041,0.056,
203,4G_4G,0.033,0.044,
204,4G_4G,0.03,0.039,
205,4G_4G,0.028,0.046,
206,4G_4G,0.028,0.044,
207,4G_4G,0.031,0.05,
208,4G_4G,0.032,0.048,
209,4G_4G,0.021,0.037,
210,4G_4G,0.021,0.034,
211,4G_4G,0.037,0.052,
212,4G_4G,0.03,0.039,
213,4G_4G,0.027,0.042,
214,4G_4G,0.034,0.048,
215,4G_4G,0.028,0.046,
216,4G_4G,0.029,0.045,
217,4G_4G,0.041,0.059,
218,4G_4G,0.025,0.037,
219,4G_4G,0.028,0.038,
220,4G_4G,0.025,0.044,
221,4G_4G,0.028,0.043,
222,4G_4G,0.019,0.033,
223,4G_4G,0.021,0.034,
224,4G_4G,0.021,0.032,
225,4G_4G,0.019,0.028,
226,4G_4G,0.019,0.028,
227,4G_4G,0.029,0.041,
228,4G_4G,0.04,0.053,
229,4G_4G,0.029,0.046,
230,4G_4G,0.026,0.035,
231,4G_4G,0.025,0.037,
232,4G_4G,0.024,0.043,
233,4G_4G,0.021,0.035,
234,4G_4G,0.016,0.025,
235,4G_4G,0.016,0.03,
236,4G_4G,0.024,0.035,
237,4G_4G,0.027,0.045,
238,4G_4G,0.024,0.038,
239,4G_4G,0.025,0.042,
240,4G_4G,0.017,0.029,
241,4G_4G,0.024,0.041,
242,4G_4G,0.028,0.044,
243,4G_4G,0.03,0.041,
244,4G_4G,0.026,0.04,
245,4G_4G,0.028,0.039,
246,4G_4G,0.018,0.03,
247,4G_4G,0.024,0.04,
248,4G_4G,0.023,0.034,
249,4G_4G,0.024,0.042,
250,4G_4G,0.027,0.042,
251,4G_4G,0.022,0.032,
252,4G_4G,0.026,0.044,
